This is based on stock movement. See {0} for details,מבוסס על תנועת המלאי. ראה {0} לפרטים,
This is based on the Time Sheets created against this project,מבוסס על גיליונות הזמנים שנוצרו בשביל פרויקט זה,
This is based on the attendance of this Employee,מבוסס על נוכחות העובד,
This is based on the attendance of this Student,מבוסס על נוכחות סטודנט זה,
This is based on transactions against this Customer. See timeline below for details,מבוסס על עסקאות למול לקוח זה. ראה את ציר זמן מתחת לפרטים,
This is based on transactions against this Supplier. See timeline below for details,מבוסס על עסקאות למול ספק זה. ראה את ציר זמן מתחת לפרטים,
This {0} conflicts with {1} for {2} {3},{0} מתנגש עם {1} עבור {2} {3},
Time Sheet for manufacturing.,לוח זמנים לייצור.,
Time Tracking,מעקב זמן,
Timesheet,לוח זמנים,
Timesheet for tasks.,לוח זמנים למשימות.,
Timesheet {0} is already completed or cancelled,לוח זמנים {0} כבר הושלם או בוטל,
Timesheets,לוחות זמנים,
Titles for print templates e.g. Proforma Invoice.,כותרות לתבניות הדפסה לדוגמה דוח כספי סטנדרנטי על החשבונית.,
To Bill,לתשלום,
To Date,עד לתאריך,
To Date cannot be before From Date,תאריך היעד לא יכול להיות לפני תאריך ההתחלה,
To Date should be within the Fiscal Year. Assuming To Date = {0},תאריך היעד צריך להיות בתוך שנת הכספים. בהנחה ותאריך היעד = {0},
To Datetime,עד לשעה,
To Deliver,לשליחה,
To Deliver and Bill,לשליחה ותשלום,
To Receive,לקבלה,
To Receive and Bill,לקבלה ותשלום,
To Warehouse,למחסן,
"To filter based on Party, select Party Type first","כדי להפעיל סינון מבוסס על הצד הפיננסי, בחר קודם כל את סוג הצד הפיננסי",
"To get the best out of ERPNext, we recommend that you take some time and watch these help videos.","על מנת להפיק את המיטב מ- ERPNext, אנו ממליצים שתקחו רגע מזמנכם ותצפו בסרטוני ההדרכה הללו",
"To include tax in row {0} in Item rate, taxes in rows {1} must also be included","כדי לכלול מס בשורה {0} בשיעור הפריט, יש לכלול גם את המסים בשורות {1}",
"To merge, following properties must be same for both items","על מנת למזג, המאפיינים הבאים חייבים להיות זהים בשני הפריטים",
"To not apply Pricing Rule in a particular transaction, all applicable Pricing Rules should be disabled.","על מנת שלא להחיל כלל תמחור בעסקה מסוימת, יש להשבית את כל כללי המחיר המתאימים.",
"To set this Fiscal Year as Default, click on 'Set as Default'","כדי להגדיר שנת כספים זו כברירת מחדל, לחץ על 'קבע כברירת מחדל'",
To {0},כדי {0},
To {0} | {1} {2},כדי {0} | {1} {2},
Too many columns. Export the report and print it using a spreadsheet application.,ישנן יותר מדי עמודות. יש לייצא את הדוח ולהדפיס אותו באמצעות יישום גיליון נתונים.,
Tools,כלים,
Total Absent,סך הכל חסר,
Total Achieved,סך הכל הושלם,
Total Actual,הסך בפועל,
Total Amount,הכמות הכוללת,
Total Commission,סך העמלה,
Total Debit must be equal to Total Credit. The difference is {0},סך החיוב הכולל חייב להיות שווה לסך האשראי. ההבדל כרגע הוא {0},
Total Deduction,סך ניכוי,
Total Invoiced Amount,הכמות הכוללת של החשבונית,
Total Order Considered,סך ההזמנה חושב,
Total Order Value,סך שווי ההזמנה,
Total Outgoing,סך יוצא,
Total Outstanding Amount,כמות כוללת שטרם נפרעה,
Total Paid Amount,סך הסכום ששולם,
Total Present,סך עכשווי,
Total Qty,כמות כוללת,
Total Revenue,סך ההכנסות,
Total Target,סכום יעד,
Total Tax,סך המס,
Total Variance,סך השינוי,
Total advance ({0}) against Order {1} cannot be greater than the Grand Total ({2}),סך המקדמה ({0}) למול ההזמנה {1} אינה יכולה להיות גדולה מהסכום {2},
Total allocated leaves are more than days in the period,סך החופשות שהוקצו גדול ממספר הימים בתקופה זו,
Total allocated percentage for sales team should be 100,סך האחוזים שהוקצו לקבוצת המכירה צריכים להגיע ל-100,
Total cannot be zero,הסכום לא יכול להיות אפס,
Total hours: {0},סך השעות: {0},
Total weightage assigned should be 100%. It is {0},סך המשקל שהוקצה צריך להיות 100%. כרגע הוא {0},
Total {0} ({1}),סך {0} ({1}),
Total(Amt),סך (סכום),
Total(Qty),סך (כמות),
Traceability,אפשרות מעקב,
Traceback,להתחקות,
Transaction,עסקה,
Transaction Date,תאריך עסקה,
Transaction currency must be same as Payment Gateway currency,מטבע העסקה חייב להיות זהה למטבע ספק הסליקה,
Transaction reference no {0} dated {1},אסמכתא לעסקה מספר {0} מתאריך {1},
Transactions can only be deleted by the creator of the Company,רק יוצר החברה יכול למחוק עסקאות,
Transfer,משלוח,
Transfer Material,משלוח חומרים,
Transfer an asset from one warehouse to another,העבר נכס ממחסן אחד למחסן אחר,
Transfered,הועבר,
Transportation,הובלה,
Transporter Name,שם המוביל,
Travel,נסיעות,
Travel Expenses,הוצאות נסיעה,
Tree Type,סוג העץ,
Tree of Bill of Materials,עץ תשלום החומרים,
Tree of Item Groups.,עץ קבוצות פריטים.,
Tree of financial Cost Centers.,עץ מרכזי עלות הכספיים.,
Tree of financial accounts.,עץ חשבונות כספיים.,
Types of activities for Time Logs,סוגי פעילויות עבור יומני זמן,
UOM,יחידת מידה,
UOM Conversion factor is required in row {0},יש להזין גורם המרה ליחידת המידה בשורה {0},
UOM coversion factor required for UOM: {0} in Item: {1},יש להזין גורם המרה ליחידת המידה: {0} בפריט {1} ,
URL,כתובת האתר,
Uncheck all,בטל הכל,
Unit,יחידה,
Unit of Measure,יחידת מידה,
Unit of Measure {0} has been entered more than once in Conversion Factor Table,יחידת המידה {0} כבר הוזנה יותר מפעם אחת בטבלת גורמי ההמרה,
Unknown,לא ידוע,
Unpaid,לא שולם,
Unsecured Loans,הלוואות לא בטוחות,
Unsubscribe from this Email Digest,בטל מנוי ללקט לדואר האלקטרוני הזה,
Unsubscribed,רישום בוטל,
Until,עד,
Update Bank Transaction Dates,עדכן את תאריך העסקה בבנק,
Update Cost,עדכן מחיר,
Update Print Format,עדכן את פורמט ההדפסה,
Update bank payment dates with journals.,עדכן את תאריכי התשלום בבנק למול היומנים.,
Upload your letter head and logo. (you can edit them later).,העלה את נייר המכתבים והלוגו שלך. (ניתן לערוך אותם מאוחר יותר).,
Upper Income,הכנסה עליונה,
User ID,מספר משתמש,
User ID not set for Employee {0},לא נקבע לעובד {0} מספר משתמש,
User Remark,הערת משתמש,
User {0} does not exist,משתמש {0} אינו קיים במערכת,
User {0} is already assigned to Employee {1},משתמש {0} כבר הוקצה לעובד {1},
Users,משתמשים,
Utility Expenses,הוצאות שירות,
Validity,תוקף,
Valuation Rate,שער הערכת שווי,
Valuation Rate is mandatory if Opening Stock entered,יש להזין את שער הערכת השווי אם הוזן מלאי התחלתי,
Valuation type charges can not marked as Inclusive,לא ניתן לכלול חיובים מסוג הערכת שווי,
Value Or Qty,ערך או כמות,
Value for Attribute {0} must be within the range of {1} to {2} in the increments of {3} for Item {4},הערך של מאפיין {0} חייב להיות בטווח של {1} {2} וזאת במדרגות של {3} עבור פריט {4},
Variance,שונות,
Variant,גרסאות שונות,
Variant Attributes,מאפייני הגרסה,
Vehicle No,מספר רכב,
Venture Capital,הון סיכון,
View Leads,צפה בלידים,
View Ledger,צפה ביומן,
View Now,צפה כעת,
View a list of all the help videos,הצג רשימה של כל סרטוני התמיכה,
Visit report for maintenance call.,דיווח ביקורת לאחר זימון לתחזוקה,
Voucher #,# שובר,
Voucher No,מספר שובר,
Voucher Type,סוג שובר,
WIP Warehouse,מחסן מוצרים בהכנה,
Walk In,זמין ללקוחות,
Warehouse can not be deleted as stock ledger entry exists for this warehouse.,לא ניתן למחוק מחסן זה כיוון שיש רשומה בפנקס המלאי השייכת למחסן זה.,
Warehouse cannot be changed for Serial No.,לא ניתן לשנות למחסן את המספר הסידורי,
Warehouse is mandatory,יש להזין מחסן,
Warehouse is mandatory for stock Item {0} in row {1},יש להזין מחסן עבור פריט המלאי {0} בשורה {1},
Warehouse not found in the system,מחסן זה לא נמצא במערכת,
Warehouse required for stock Item {0},יש להזין מחסן לפריט המלאי {0},
Warehouse {0} can not be deleted as quantity exists for Item {1},לא לא ניתן למחוק את מחסן {0} כאשר קיימת כמות עבור פריט {1},
Warehouse {0} does not belong to company {1},המחסן {0} אינו שייך לחברה {1},
Warehouse {0} does not exist,מחסן {0} אינו קיים במערכת,
Warehouses with child nodes cannot be converted to ledger,לא ניתן להמיר מחסן בעל תתי-מחסנים ליומן חשבונות,
Warehouses with existing transaction can not be converted to group.,לא ניתן להמיר מחסן עם עסקה קיימת לקבוצה.,
Warehouses with existing transaction can not be converted to ledger.,לא ניתן להמיר מחסן עם עסקה קיימת לפנקס.,
Warning,אזהרה,
Warning: Another {0} # {1} exists against stock entry {2},אזהרה: ישנו {0} # {1} למול רשומת המלאי {2},
Warning: Invalid SSL certificate on attachment {0},אזהרה: קיים אישור SSL לא חוקי בצרופה {0},
Warning: Invalid attachment {0},אזהרה: קיים קובץ מצורף לא חוקי {0},
Warning: Leave application contains following block dates,אזהרה: יישום החופשות מכיל את התאריכים הריקים הבאים,
Warning: Material Requested Qty is less than Minimum Order Qty,אזהרה: הוזמן פחות חומר מכמות ההזמנה המינימאלית,
Warning: Sales Order {0} already exists against Customer's Purchase Order {1},אזהרה: ההזמנה {0} כבר קיימת עבור הזמנת הרכש של הלקוח {1},
Warning: System will not check overbilling since amount for Item {0} in {1} is zero,אזהרה: מערכת לא תבדוק חריגות כיוון שהסכום עבור פריט {0} ב {1} הוא אפס,
Warranty,אחריות,
Warranty Claim,תביעת אחריות,
Warranty Claim against Serial No.,תביעת אחריות עבור מספר סידורי,
Website,אתר,
Website Image should be a public file or website URL,על התמונה באתר להיות קובץ ציבורי או כתובת אתר ,
Website Image {0} attached to Item {1} cannot be found,התמונה באתר {0} המצורפת לפריט {1} לא נמצאה במערכת,
Website Manager,מנהל אתר,
Website Settings,הגדרות אתר,
Wednesday,יום רביעי,
Weekly,שבועי,
"Weight is mentioned,\nPlease mention ""Weight UOM"" too","צוין משקל/יש לציין יחידת משקל",
Welcome email sent,הודעת ברכה נשלחה דרך הדואר האלקטרוני,
Welcome to ERPNext,ברוכים הבאים ל-ERPNext,
What does it do?,מה זה עושה?,
Where manufacturing operations are carried.,היכן פעולות ייצור מתבצעות.,
White,לבן,
Wire Transfer,העברה בנקאית,
Work In Progress,מוצרים בתהליך,
Work-in-Progress Warehouse is required before Submit,יש להזין מחסן מוצרים בתהליך לפני שליחה,
Workflow,זרימת עבודה,
Working,עבודה,
Working Hours,שעות עבודה,
Workstation,תחנת עבודה,
Workstation is closed on the following dates as per Holiday List: {0},תחנת העבודה סגורה בתאריכים הבאים על פי רשימת ימי החג,
Wrong Password,סיסמא שגויה,
Year start date or end date is overlapping with {0}. To avoid please set company,תאריך תחילת השנה או תאריך סיום השנה חופף עם {0}. כדי למנוע זאת יש להגדיר חברה,
You are in offline mode. You will not be able to reload until you have network.,אתה נמצא במצב לא מקוון. לא תוכל לטעון עד שתהיה לך רשת.,
You are not authorized to add or update entries before {0},אין לך הרשאה להוסיף או עדכון ערכים לפני {0},
You are not authorized to approve leaves on Block Dates,אינך מורשה לאשר חופשות בתאריכים הריקים,
You are not authorized to set Frozen value,אתה לא רשאי להגדיר ערך קפוא,
You can not change rate if BOM mentioned agianst any item,אינך יכול לשנות את הערך במקרה שבו BOM צוין למול פריט כלשהו,
You can not enter current voucher in 'Against Journal Entry' column,אינך יכול להזין את השובר הנוכחי בטור 'למול רשומת יומן',
You cannot credit and debit same account at the same time,אינך יכול לזכות ולחייב חשבון זהה באותו הזמן,
You cannot delete Fiscal Year {0}. Fiscal Year {0} is set as default in Global Settings,אתה לא יכול למחוק את שנת הכספים {0}. שנת הכספים {0} מוגדרת כברירת מחדל בהגדרות גלובליות,
You have been invited to collaborate on the project: {0},הוזמנת לשיתוף פעולה בפרויקט: {0},
You have entered duplicate items. Please rectify and try again.,הזנת פריטים כפולים. אנא תקן ונסה שנית.,
You need to enable Shopping Cart,עליך לאפשר סל קניות,
[Error],[שגיאה],
[{0}](#Form/Item/{0}) is out of stock,[{0}] (טופס # / פריט / {0}) אזל מהמלאי,
`Freeze Stocks Older Than` should be smaller than %d days.,על השדה 'הקפא מלאי הישן יותר מ' להיות קטן מ%d ימים.,
cannot be greater than 100,לא יכול להיות גדול מ-100,
disabled user,משתמשים מושבתים,
"e.g. ""Build tools for builders""","לדוגמא: ""בנה כלים למפתחים""",
"e.g. ""Primary School"" or ""University""",למשל "בית ספר יסודי" או "אוניברסיטה",
"e.g. Bank, Cash, Credit Card","למשל בנק, מזומן, כרטיס אשראי",
hidden,מוסתר,
old_parent,מקור ישן,
on,ב,
{0} '{1}' is disabled,{0} '{1}' אינו זמין,
{0} '{1}' not in Fiscal Year {2},{0} '{1}' לא בשנת הכספים {2},
{0} Serial Numbers required for Item {1}. You have provided {2}.,{0} מספרים סידוריים הנדרשים לפריט {1}. סיפקת את {2}.,
{0} against Bill {1} dated {2},{0} למול תשלום {1} מתאריך {2},
{0} against Purchase Order {1},{0} למול הזמנת רכש {1},
{0} against Sales Invoice {1},{0} למול חשבונית מכירות {1},
{0} against Sales Order {1},{0} למול ההזמנה {1},
{0} already allocated for Employee {1} for period {2} to {3},{0} כבר הוקצה לעובד {1} לתקופה {2} {3} עד,
{0} asset cannot be transferred,{0} נכס אינו ניתן להעברה,
{0} can not be negative,{0} אינו יכול להיות שלילי,
{0} created,{0} נוצר,
{0} does not belong to Company {1},{0} אינו שייך לחברה {1},
{0} entered twice in Item Tax,{0} הוזן פעמיים במס פריט,
{0} for {1},{0} עבור {1},
{0} hours,{0} שעות,
{0} is mandatory,יש להזין את {0},
{0} is mandatory for Item {1},יש להזין את {0} עבור פריט {1},
{0} is mandatory. Maybe Currency Exchange record is not created for {1} to {2},.יש להזין את {0}. לא נוצרו תיעודים של המרת מטבע מ-{1} ל-{2}.,
{0} is not a stock Item,{0} הוא לא פריט מלאי,
{0} is not a valid Batch Number for Item {1},{0} אינו מספר אצווה תקף לפריט {1},
{0} is now the default Fiscal Year. Please refresh your browser for the change to take effect.,{0} היא כעת שנת הכספים בברירת המחדל. אנא רענן את הדפדפן על מנת שהשינוי יכנס לתוקף.,
{0} items in progress,{0} פריטים בתהליך ייצור,
{0} items produced,{0} פריטים יוצרו,
{0} must appear only once,{0} חייב להופיע רק פעם אחת,
{0} payment entries can not be filtered by {1},{0} רשומות תשלום אינם יכולים להיות מסוננים על פי {1},
{0} units of [{1}](#Form/Item/{1}) found in [{2}](#Form/Warehouse/{2}),{0} יחידות של [{1}] (טופס # / פריט / {1}) נמצא [{2}] (טופס # / מחסן / {2}),
{0} units of {1} needed in {2} on {3} {4} for {5} to complete this transaction.,{0} יחידות של {1} נדרשות ב-{2} בשביל {3} {4} עבור {5} כדי להשלים את העסקה הזו.,
{0} units of {1} needed in {2} to complete this transaction.,{0} יחידות של {1} נדרשות ב-{2} כדי להשלים את העסקה הזו.,
{0} valid serial nos for Item {1},{0} nos מספרים סידוריים תקפים עבור פריט {1},
{0} {1} created,{0} {1} נוצר,
{0} {1} does not exist,{0} {1} לא קיים במערכת,
{0} {1} has been modified. Please refresh.,{0} {1} כבר שונה. אנא רענן.,
{0} {1} is cancelled or closed,{0} {1} בוטל או נסגר,
{0} {1} is cancelled or stopped,{0} {1} בוטל או הופסק,
{0} {1} is closed,{0} {1} נסגר,
{0} {1} is disabled,{0} {1} מושבת,
{0} {1} is frozen,{0} {1} הוקפא,
{0} {1} is fully billed,{0} {1} שולם באופן מלא,
{0} {1} is not submitted,{0} {1} לא נשלח,
{0} {1} must be submitted,{0} {1} יש לשלוח,
{0} {1} status is {2},המצב של {0} {1} הוא {2},
{0} {1}: Cost Center is mandatory for Item {2},{0} {1}: יש להזין את מרכז העלות עבור פריט {2},
{0}% Billed,{0}% שולמו,
{0}% Delivered,{0}% נשלחו,
"{0}: Employee email not found, hence email not sent","{0}: ההודעה לעובד לא נמצאה כיוון שהודעה זו לא נשלחה",
{0}: From {0} of type {1},{0}:מ-{0} מסוג {1},
{0}: From {1},{0}: -מ {1},
{0}: {1} does not exists,{0}: {1} לא קיים במערכת,
{0}: {1} not found in Invoice Details table,{0}: {1} לא נמצא בטבלת פרטי החשבוניות,
Chat,צ'אט,
County,מחוז,
"Dear System Manager,","מנהל מערכת יקר,",
Default Value,ערך ברירת מחדל,
Email Group,קבוצה בדואר האלקטרוני,
Fieldtype,סוג השדה,
ID,מספר זיהוי,
Import,יבוא,
Office,משרד,
Passive,פסיבי,
Percent,אחוזים,
Personal,אישי,
Plant,מפעל,
Post,הודעה,
Postal,דואר,
Postal Code,מיקוד,
Read Only,לקריאה בלבד,
Recipient,נמען,
Sender,שולח,
Shop,חנות,
Subsidiary,חברת בת,
There is some problem with the file url: {0},יש בעיה עם כתובת הקובץ: {0},
or,או,
Budgets,תקציבים,
Annual,שנתי,
Approved,מאושר,
Change,שינוי,
Contact Email,מייל ליצירת קשר,
From Date,מתאריך,
Naming Series,שיום סדרה,
Print Heading,כותרת הדפסה,
Account {0} does not belong to company {1},חשבון {0} אינו שייך לחברה {1},
Activity,פעילות,
Add / Manage Email Accounts.,"הוספה / ניהול חשבונות דוא""ל.",
Add Child,הוסף רמת בת,
Added {0} ({1}),נוסף {0} ({1}),
Address Line 1,שורת כתובת 1,
Addresses,כתובות,
All,כל,
Blue,כחול,
Book,ספר,
Brand,מותג,
Browse,חפש,
Cancelled,בוטל,
Cannot find a matching Item. Please select some other value for {0}.,לא ניתן למצוא את הפריט מתאים. אנא בחר ערך אחר עבור {0}.,
Close,סגור,
Communication,תקשורת,
Compact Item Print,הדפס פריט מוקטן,
Company,חברה,
Complete,השלם,
Completed,הושלם,
Continue,המשך,
Country,מדינה,
Currency,מטבע,
Current Status,מצב נוכחי,
Customize,התאמה אישית של,
Daily,יומי,
Date,תאריך,
Dear,יקר,
Default,ברירת מחדל,
Delete,מחק,
Description,תיאור,
Designation,ייעוד,
Disabled,הושבת,
Doctype,סוג מסמך,
Download Template,תבנית להורדה,
Dr,קבלת פיקדון,
Due Date,תאריך יעד,
Duplicate,שכפל,
Edit Profile,ערוך פרופיל,
Email,דואר אלקטרוני,
End Time,שעת סיום,
Enter Value,הזן ערך,
Error,שגיאה,
Expired,פג תוקף,
Export,יצוא,
Export not allowed. You need {0} role to export.,לא ניתן לייצא. רק בעל תפקיד {0} יכול לייצא.,
Field,שדה,
File Manager,מנהל קבצים,
Filters,מסננים,
Get Items,קבל פריטים,
Goal,מטרה,
Green,ירוק,
Group,קבוצה,
Group Node,צומת קבוצה,
Help,עזרה,
Home,בית,
Invite as User,הזמן כמשתמש,
Loading...,טוען...,
Location,מיקום,
Make Journal Entry,צור רשומת יומן,
Make Purchase Invoice,בצע רכישת חשבונית,
Master,אשף,
Missing Values Required,חסרים ערכים נדרשים,
Mobile No,מספר טלפון נייד,
Month,חודש,
Name,שם,
Newsletter,עלון,
Not Allowed,לא יתן לבצע,
Note,הערה,
Notes: ,הערות:,
Open,פתח,
Page {0} of {1},דף {0} מתוך {1},
Pause,הפסק,
Pay,שלם,
Pending,ממתין,
Phone,טלפון,
Please click on the following link to set your new password,אנא לחץ על הקישור הבא על מנת להגדיר את הסיסמה החדשה שלך,
Please specify,אנא ציין,
Printing,מדפיס,
Priority,עדיפות,
Project,פרויקט,
Purchase Return,החזר רכישה,
Quarterly,רבעוני,
Queued,בתור,
Quick Entry,כניסה מהירה,
Reason,נימוק,
Recruitment,גיוס,
Red,אדום,
Rename,שנה שם,
Reset,אתחל,
Room,חדר,
Row # ,# שורה,
Save,שמור,
Search results for,תוצאות חיפוש עבור,
Select All,בחר הכל,
Send,שלח,
Sending,שולח,
Series,סדרה,
Set,הגדר,
Setup,התקנה,
Setup Wizard,אשף התקנה,
Size,גודל,
Start,התחל,
Start Time,זמן התחלה,
Status,סטטוס,
Submitted,נשלח,
Supplier Addresses And Contacts,כתובות ופרטי קשר של הספק,
Template,תבנית,
Thursday,יום חמישי,
Title,כותרת,
Total,סך הכל,
Totals,סיכומים,
Transfer Material to Supplier,העבר חומרים לספקים,
Tuesday,יום שלישי,
Type,סוג,
Update,עדכן,
User {0} is disabled,משתמש {0} אינו זמין,
Users and Permissions,משתמשים והרשאות,
View,הצג,
Warehouse,מחסן,
Year,שנה,
Yearly,שנתי,
You,אתה,
You can also copy-paste this link in your browser,ניתן גם להעתיק ולהדביק את הקישור הזה בדפדפן שלך,
and,וגם,
{0} Name,{0} שם,
{0} is required,{0} נדרש,
Center,מרכז,
Comments,תגובות,
Left,עזב,
Not Found,לא נמצא,
Refresh,רענן,
Add to Cart,הוסף לסל,
In Stock,במלאי,
Mode Of Payment,תצורת תשלום,
Not in Stock,לא במלאי,
Received From,התקבל מ,
To date cannot be before From date,תאריך היעד לא יכול להיות לפני תאריך ההתחלה,
Write Off,קזז,
{0} Created,{0} נוצר,
Email Id,מזהה דואר אלקטרוני,
No,לא,
Reference Doctype,הפנייה לסוג מסמך,
User Id,מזהה משתמש,
Yes,כן,
Actual ,בפועל,
Add to cart,הוסף לסל,
Budget,תקציב,
Chart of Accounts,טבלת חשבונות,
Customer database.,מאגר מידע על לקוחות.,
Days Since Last order,מספר הימים מאז הזמנה אחרונה,
End date can not be less than start date,תאריך הסיום לא יכול להיות לפני תאריך ההתחלה,
From date cannot be greater than To date,תאריך היעד לא יכול להיות לפני תאריך ההתחלה,
Get items from,קבל פריטים מ,
Group by,קבץ על פי,
In stock,במלאי,
Item name,שם הפריט,
More details,לפרטים נוספים,
No employee found,לא נמצאו עובדים,
No students found,לא נמצאו סטודנטים,
Not in stock,לא במלאי,
Not permitted,לא מורשה,
Operation Id,מזהה פעולה,
Please select company first,קודם כל בחר חברה,
Projected qty,כמות צפויה,
Sales person,איש מכירות,
Serial No {0} Created,מספר סידורי {0} נוצר,
Set as default,הגדר כברירת מחדל,
Tax Id,מזהה מס,
To Time,עד לזמן,
To date cannot be before from date,תאריך היעד לא יכול להיות לפני תאריך ההתחלה,
Value or Qty,ערך או כמות,
Variance ,שונות,
Variant of,גרסה של,
Write off,קזז,
Write off Amount,קזז את הסכום,
hours,שעות,
received from,התקבל מ,
to,ל,
Percentage,אחוזים,
Please set {0},אנא הגדר את {0},
Purchase Order Required,יש להזין את הזמנת הרכש,
Purchase Receipt Required,יש להזין קבלת רכש,
Requested,נדרש,
Verified By,מאומת על ידי,
Maintain Same Rate Throughout Sales Cycle,שמור על שיעור זהה לכל אורך מחזור המכירות,
Must be Whole Number,חייב להיות מספר שלם,
GL Entry,רשומת יומן כללי
Qty to Manufacture,כמות לייצור,
Heads (or groups) against which Accounting Entries are made and balances are maintained.,מספרים (או קבוצות) שבעבורם נוצרו רישומים חשבונאיים ומאזניהם נשמרו.,
Account Name,שם חשבון,
Parent Account,חשבון אב,
Setting Account Type helps in selecting this Account in transactions.,הגדרת סוג החשבון מסייעת בבחירת חשבון זה בעסקאות.,
Chargeable,בר חיוב,
Rate at which this tax is applied,השיעור ממנו מס זה חל,
Frozen,קפוא,
"If the account is frozen, entries are allowed to restricted users.","אם החשבון מוקפא, הרשומות זמינות לכמות משתמשים מוגבלת.",
Balance must be,חייב להיות איזון,
Old Parent,מקור ישן,
Auditor,מבקר,
Accounts Settings,הגדרות החשבונות,
Settings for Accounts,הגדרות עבור חשבונות,
Make Accounting Entry For Every Stock Movement,צור רשומה חשבונאית עבור כל תנועה במלאי,
"If enabled, the system will post accounting entries for inventory automatically.","אם אופשר, המערכת תפרסם רישומים חשבונאיים עבור המלאי באופן אוטומטי.",
Accounts Frozen Upto,החשבונות קפואים עד ל
"Accounting entry frozen up to this date, nobody can do / modify entry except role specified below.","הרשומה החשבונאית קפואה עד למועד זה, אף אחד לא יכול לייצור / לשנות רשומה מלבד בעלי התפקידים שיפורטו להלן.",
Role Allowed to Set Frozen Accounts & Edit Frozen Entries,בעל התפקיד רשאי להגדיר חשבונות קפואים ולערוך רשומות קפואות ,
Users with this role are allowed to set frozen accounts and create / modify accounting entries against frozen accounts,משתמשים בעלי תפקיד זה יכולים להגדיר חשבונות קפואים וליצור / לשנות רישומים חשבונאיים של חשבונות קפואים,
Credit Controller,בקר אשראי,
Role that is allowed to submit transactions that exceed credit limits set.,בעל תפקיד הרשאי להציע עסקאות החורגות ממסגרות האשראי שהוגדרו.,
Check Supplier Invoice Number Uniqueness,בדוק את המספר הייחודי של חשבונית הספק,
Address and Contact,כתובת ופרטי התקשרות,
Address HTML,HTMLהפנה ל-,
Contact HTML,צור קשר עם HTML,
Party Details,פרטי צד פיננסי,
Account Details,פרטי חשבון,
Account Currency,מטבע החשבון,
Include Reconciled Entries,כלול רשומות שהושלמו,
Get Payment Entries,קבל רשומות תשלום,
Payment Entries,רשומות תשלום,
Update Clearance Date,עדכן תאריך סליקה,
Bank Reconciliation Detail,פרטי התאמת בנק,
Cheque Number,מספר המחאה,
Cheque Date,תאריך המחאה,
Invoice Date,תאריך חשבונית,
Transaction ID,מזהה עסקה,
Unallocated Amount,סכום שלא הוקצה,
Warn,אזהרה,
Ignore,התעלם,
Budget Accounts,חשבונות תקציב,
Budget Account,חשבון תקציב,
Budget Amount,סכום תקציב,
C-Form,C-טופס,
C-Form No,C-מספר טופס ,
Received Date,תאריך קבלה,
Quarter,רבעון,
I,ראשון,
II,שני,
III,שלישי,
IV,רביעי,
C-Form Invoice Detail,C-פרטי חשבונית טופס ,
Invoice No,מספר חשבונית,
account,חשבון,
Net Amount,סכום נטו,
Cheque Print Template,תבנית להדפסת המחאה,
Has Print Format,בעל פורמט להדפסה,
Primary Settings,הגדרות ראשיות,
Cheque Size,גודל המחאה,
Regular,רגיל,
Starting position from top edge,התחל מן הקצה העליון,
Cheque Width,רוחב המחאה,
Cheque Height,גובה המחאה,
Scanned Cheque,המחאה סרוקה,
Is Account Payable,האם החשבון לתשלום,
Distance from top edge,מרחק מן הקצה העליון,
Distance from left edge,מרחק מן הקצה השמאלי,
Message to show,הודעה להצגה,
Date Settings,הגדרות תאריך,
Starting location from left edge,מיקום התחלה מן הקצה שמאלי,
Payer Settings,הגדרות משלם,
Width of amount in word,רוחב של סכום במילים,
Line spacing for amount in words,מרווח בין השורות עבור השורה 'כמות מילולית',
Amount In Figure,הכמות במספרים,
Signatory Position,תפקיד בעל החתימה,
Track separate Income and Expense for product verticals or divisions.,עקוב אחר הכנסות והוצאות נפרדות לייצור אנכי או חטיבות ייצור.,
Cost Center Name,שם מרכז עלות,
Parent Cost Center,מרכז עלות אב,
lft,שמאל,
rgt,ימין,
**Fiscal Year** represents a Financial Year. All accounting entries and other major transactions are tracked against **Fiscal Year**.,** שנת כספים ** מייצגת את שנת הכספים. בעבור כל הרישומים החשבונאיים והעסקאות המאכזיות אחרות מתבצע מעקב תחת שנת כספים ** **.,
Year Name,שם שנה,
"For e.g. 2012, 2012-13","לדוגמה: 2012, 2012-13",
Year Start Date,תאריך תחילת השנה,
Year End Date,תאריך סיום השנה,
Companies,חברות,
Stock User,משתמש מלאי,
Fiscal Year Company,שנת הכספים של החברה,
Debit Amount,סכום חיוב,
Credit Amount,סכום אשראי,
Debit Amount in Account Currency,סכום חיוב במטבע של החשבון,
Credit Amount in Account Currency,סכום אשראי במטבע של החשבון,
Voucher Detail No,פרטי שובר מספר,
Is Opening,האם פתוח,
Is Advance,האם מקדמה,
Entry Type,סוג הרשומה,
Bank Entry,רשומת בנק,
Cash Entry,רשומת מזומן,
Credit Card Entry,רשומת כרטיס אשראי,
Contra Entry,רשומה מנוגדת,
Excise Entry,רשימת היטל,
Write Off Entry,רשומת קיזוז,
Opening Entry,רשומת פתיחה,
Accounting Entries,רישומים חשבונאיים,
Total Debit,סך החיוב,
Total Credit,סך האשראי,
Difference (Dr - Cr),הפרש (שער חליפין - קבלת פיקדון),
Make Difference Entry,צור רשומת הפרש,
Total Amount in Words,הסכום הכולל במילים,
Remark,הערה,
